PowerWatch ID,Name,Fuel,Capacity (MW),Location,Plant type,Commissioning Year,Units,Owner,Annual Generation (GWh),Other,Source,URL,Efficiency,Fuel Consumption (gm/kWh),Peak Load MW,Load Factor,Capacity Factor,Availability,Status,Country,Grid Balancing Area,Latitude,Longitude,Secondary Fuel,Address,Town,Postal Code,Cooling Type,Cooling Source,Grid Connection,Natural_Language,CO2_annual_reported,CO2_specific_emissions_tCO2/MWh
1023788,Tilghemt 2,Natural Gas,600,"Tilrhemt, Laghouat, Algeria",OCGT,2016,,,,,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,,,,,,,Operating,Algeria,National Grid,33.13775,3.367823,,,,,,,,,,
1023789,Marsat TG,Natural Gas,184,"Marsat El Hadjadj, Oran, Algeria",OCGT,1981-1982,8x23,Sonelgaz Production de lâ€™Electricite,,These machines were relocated from the SPE site at MSila. The project took 7mos.,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,,,,,,,Operating,Algeria,National Grid,35.8,-0.1924,Light Fuel Oil/Diesel,,,,,,,,,
1023790,Hassi Messoud Nord 2,Natural Gas,200,"Hassi Messaoud, Ouargla, Algeria",OCGT,1988,,Sonelgaz Production de l'Electricite,,,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,,,,,,,Operating,Algeria,National Grid,31.7877,6.0517,,,,,,,,,,
1023791,Ravin Blanc,Natural Gas,73,"Ouahran City, Oran, Algiers",Sub-critical Thermal,1974,,,,,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,,,,,,,Operating,Algeria,National Grid,35.7095,-0.6319,Light Fuel Oil/Diesel,,,,Once Through,Mediterranean Sea,,,,
1023792,Boufarik 1,Natural Gas,100,"Boufarik, Blida, Algeria",OCGT,1980,,,,,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,,,,,,,Operating,Algeria,National Grid,36.5914,2.9223,,,,,,,,,,
1023793,Boufarik 2,Natural Gas,450,"Boufarik, Blida, Algeria",OCGT,2016,,,,,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,,,,,,,Operating,Algeria,National Grid,36.59599,2.878009,,,,,,,,,,
1023794,Boufarik Mobile Gas Turbine,Natural Gas,48,"Boufarik, Blida, Algeria",OCGT,2015,,,,,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,,,,,,,Operating,Algeria,National Grid,,,,,,,,,,,,
1023795,Annaba,Natural Gas,71,"Annaba, Annaba, Algeria",OCGT,2010,2x35.5,SociÃ©tÃ© AlgÃ©rienne de Production de lâ€™ElectricitÃ© (SPE),,,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,,,,,,,Operating,Algeria,Regional Grid,36.89237,7.76336,,,,,,,,,,
1023797,SPP1 Thermal,Natural Gas,120,"Near Hassi R'mel, Algeria",ISCCS,2011,,"Developed by SPP1, an Abener and New Energy Algeria (NEAL) a joint venture (between Sonatrach Sonelgaz and SIM)",,Steam generated integrates into the Steam cycle of a 150MW combined cycle gas turbine plant,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,,,,,,,Operating,Algeria,,32.94748,3.237981,,,,,,,,,,
1023797,SPP1 Solar,Solar,30,"Near Hassi R'mel, Algeria",ISCCS,2011,,"Developed by SPP1, an Abener and New Energy Algeria (NEAL) a joint venture (between Sonatrach Sonelgaz and SIM)",,Steam generated integrates into the Steam cycle of a 150MW combined cycle gas turbine plant,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,,,,,,,Operating,Algeria,,32.94748,3.237981,,,,,,,,,,
1023798,Ighil Emda,Hydro,24,"Near Kherrata, Bejaia, Algeria, Africa",Dam with Reservoir,1952,,SAFEAGE,,,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,,,,,,,Operating,Algeria,,36.4739,5.2719,,,,,,,,,,
1023799,Hassi Messoud Ouest,Natural Gas,492,,OCGT,1999-2003,4x123,Sonelgaz Production de l'Electricite,,,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,,,,,,,Operating,Algeria,,31.80652,5.992378,,,,,,,,,,
1023800,Darguinah,Hydro,65,,,1952,,,,,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,,,,,,,Operating,Algeria,,,,,,,,,,,,,
1023801,Erraguene,Hydro,14.4,,,1962,,,,,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,,,,,,,Operating,Algeria,,,,,,,,,,,,,
1023802,Mansouriah,Hydro,65,,,1952,,,,,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,,,,,,,Operating,Algeria,,,,,,,,,,,,,
1023803,Naama TG,Natural Gas,184,,OCGT,1981-1982,8x23,,,,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,,,,,,,Operating,Algeria,,,,,,,,,,,,,
1023804,Hassi R'Mel,Natural Gas,88,,OCGT,1979,4x22,,,,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,,,,,,,Operating,Algeria,,,,,,,,,,,,,
1023805,Oran Est,Natural Gas,75,,OCGT,2007,2x37.5,,,,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,,,,,,,Operating,Algeria,,,,,,,,,,,,,
1023806,Alger Port,Natural Gas,71,,OCGT,2010,2x35.5,,,,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,,,,,,,Operating,Algeria,,,,,,,,,,,,,
1023807,El Oued Mobile Gas Turbine,Natural Gas,136,,OCGT,2013,8x17,,,,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,,,,,,,Operating,Algeria,,,,,,,,,,,,,
1023808,Amizour Mobile Gas Turbine,Natural Gas,136,,OCGT,2013,8x17,,,,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,,,,,,,Operating,Algeria,,,,,,,,,,,,,
1023809,Fkrina Mobile Gas Turbine,Natural Gas,144,,OCGT,2014,6x24,,,,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,,,,,,,Operating,Algeria,,,,,,,,,,,,,
1023810,Baraki Mobile Gas Turbine,Natural Gas,72,,OCGT,2014,3x24,,,,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,,,,,,,Operating,Algeria,,,,,,,,,,,,,
1023811,Ahmer el Ain Mobile Gas Turbine,Natural Gas,72,,OCGT,2014,3x24,,,,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,,,,,,,Operating,Algeria,,,,,,,,,,,,,
1023812,Hamma Mobile Gas Turbine,Natural Gas,48,,OCGT,2014,2x24,,,,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,,,,,,,Operating,Algeria,,,,,,,,,,,,,
1023813,Beni Merad Mobile Gas Turbine,Natural Gas,34,,OCGT,2014,2x17,,,,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,,,,,,,Operating,Algeria,,,,,,,,,,,,,
1023814,Ouagla Mobile Gas Turbine,Natural Gas,68,,OCGT,2014,4x17,,,,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,,,,,,,Operating,Algeria,,,,,,,,,,,,,
1023815,Labreg,Natural Gas,396,,OCGT,2015,3x132,,,,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,,,,,,,Operating,Algeria,,34.50557,6.98476,,,,,,,,,,
1023816,Sablette Mobile Gas Turbine,Natural Gas,48,,OCGT,2015,2x24,,,,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,,,,,,,Operating,Algeria,,,,,,,,,,,,,
1023779,Hassi Messoud,Natural Gas,600,"Hassi Messaoud, Ouargla, Algeria",OCGT,2015,,Sonelgaz Production de l'Electricite,,,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,,,,,,,Operating,Algeria,National Grid,31.670321,6.053141,,,,,,,,,,
1023796,Hassi Messaoud Mobile,Gas,72,"Hassi Messaoud, Ouargla, Algeria",OCGT,2013,4x17,Sonelgaz Production de l'Electricite,,,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,,,,,,,Operating,Algeria,Captive or Standalone Grid,31.670321,6.053141,,,,,,,,,,
