PowerWatch ID,Name,Fuel,Capacity (MW),Location,Plant Type,Commissioning Year,Units,Owner,Annual Generation (GWh),Other,Source,URL,Source 2,URL 2,Efficiency,Fuel Consumption (gm/kWh),Peak Load MW,Load Factor,Capacity Factor,Availability,Status,Country,Grid Balancing Area,Latitude,Longitude,Secondary Fuel,Address,Town,Postal code,Cooling Type,Cooling Source,Grid Connection,Natural_Language,CO2_annual_reported,CO2_tCO2/MWh
1002535,Simpele,Peat,34.5,Simpele,CHP,,,Metsä Board Oyj,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Heavy distillates,Revontulentie 6,Espoo,2100,,,,,,
1002630,"Ii, Kuivaniemi tv",Wind,7,"Ii, Kuivaniemi tv",,,,Vapo Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,PL 22,Jyväskylä,40100,,,,,,
1002438,Lestijärvi,Separate electricity production,1.3,Lestijärvi,,,,Verkko Korpela Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,PL 13,Kannus,69101,,,,,,
1002625,"Ii, Olhava tv",Wind,33.9,Ii Olhava,,,,Tuuliwatti Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Purotie 1,PL 100,(00)381,,,,,,
1002504,Puntarikoski,Hydro,6.9,"Kontiolahti, Puntarikoski",,,,Pohjois-Karjalan Sähkö Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Rantakatu 29,Joensuu,80100,,,,,,
1002655,Mäkikankaan tuulipuisto,Wind,33,"Mäkikankaan tuulipuisto, Pyhäjoki",,,,wpd Mäkikankaan tuulipuisto Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Keilaranta 13,Espoo,2150,,,,,,
1002459,Myllykoski,Hydro,1.3,Myllykoski,,,,Koskienergia Koskivoima Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Kotakennääntie 31,Äänekoski,44100,,,,,,
1002335,Hilmonkoski,Hydro,6.8,Kannonkoski / Hilmonkoski,,,,Vattenfall Sähköntuotanto oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Maaistraatinportti 4 A,Helsinki,240,,,,,,
1002517,Rengon saha,Biomass,1.3,Renko,CHP,,,Biokraft Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Industrial wood residues,c/o Vapo Oy,PL 22,40101,,,,,,
1002461,Myllykoski vp,Natural Gas,32.8,"Myllykoskentie 1, Anjalankoski",CHP,,,UPM,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Medium heavy distillates,Hatanpään Valtatie,Tampere,240,,,,,,
1002483,Palokki,Hydro,6.8,"Heinävesi, Palokki",,,,Pohjois-Karjalan Sähkö Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Rantakatu 29,Joensuu,80100,,,,,,
1002541,Sotkamo,Peat,1.3,Sotkamo,CHP,,,Vapo Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Medium heavy distillates,PL 22,Jyväskylä,40101,,,,,,
1002319,Haapakoski,Hydro,32.5,haapakoski,,,,PVO Vesivoima Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Virkkulantie 207,91100 Ii,91100,,,,,,
1002334,Hietamankoski,Hydro,6.7,Äänekoski / Hietamankoski,,,,Vattenfall Sähköntuotanto oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Maaistraatinportti 4 A,Helsinki,240,,,,,,
1002624,Toholampi,Biomass,1.3,Toholampi,CHP,,,Toholammin Energia Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Industrial wood residues,Lampintie 5,Toholampi,69300,,,,,,
1002375,Kaltimo,Hydro,32,Kaltimo,,,,UPM-Kymmene Oyj,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,KY-35,Kuusankoski,45700,,,,,,
1002656,Pori Kirrinsanta,Wind,6.6,Pori Kirrinsanta,,,,Suomen Hyötytuuli Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,PL 9,Pori,28101,,,,,,
1002316,Björkfors,Hydro,1.2,Björkfors,,,,Oy HERRFORS Ab,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Storgatan 8,68600 Jakobstad,,,,,,,
1002505,Pursiala 2,Peat,32,Pursiala 2,CHP,,,Etelä-Savon Energia Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Industrial wood residues,Vuorikatu 19,MIKKELI,50100,,,,,,
1002665,Pajukoski 1 A,Wind,6.6,Pajukoski 1A,,,,Windfarm Ylivieska Pajukoski Ky,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Kluuvikatu 3,Helsinki,`00100,,,,,,
1002369,Kaarni,Hydro,1.2,Kaarni,,,,Rovakairan Tuotanto Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,PL 8013,Rovaniemi,96101,,,,,,
1002309,Alholma AK 1,Biomass,30,AK1,,,,Oy Alholmens Kraft Ab,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,PB 250,JAKOBSTAD,68601,,,,,,
1002672,Haapajärvi Sauviinmäki,Wind,6.6,Haapajärvi Sauviinmäki,,,,Haapajärvi Sauviinmäki Tuulivoima Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Jaakonkatu 3B 7 krs.,Helsinki,100,,,,,,
1002410,Koskensaari,Oil,1.2,Koskensaaren voimalaitos,,,,Helsingin Rauta Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Naulatehtaantie 27,KINTAUS,41920,,,,,,
1002403,Kokkola,Peat,30,Kokkolan voimalaitos,CHP,,,Kokkolan Energia Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Heavy distillates,PL 165,Kokkola,67101,,,,,,
1002314,Atro,Hydro,6.5,"Lapinlahti, Voimalaitoksentie 1, Syvärinpää",,,,Savon Voima Oyj,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,PL 1024,Toivala,70901,,,,,,
1002446,Långfors,Hydro,1.2,Långfors,,,,Oy HERRFORS Ab,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Storgatan 8,68600 Jakobstad,,,,,,,
1002429,Kuusankoski ve,Hydro,30,Kuusankoski,,,,UPM-Kymmene Oyj,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Ky-35,Kuusankoski,45700,,,,,,
1002401,Koivukoski 1 ja 2,Hydro,6.5,Koivukoski 1 ja 2,,,,Kainuun Voima Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Tehdaskatu 17,PL 302,87101 Kajaani,,,,,,
1002524,Sallila,Hydro,1.2,Sallila (Vampulan kunnassa),,,,Sallila Energia Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Loimijoentie 65,Alastaro,32440,,,,,,
1002449,Mankala,Hydro,30,Mankala,,,,Oy Mankala Ab,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Sitikkalantie 189,KAUSALA,47400,,,,,,
1002330,Harjavalta,Oil,6.3,Harjavalta,CHP,,,Suomen Teollisuuden Energiapalvelut - STEP Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,PL 9 (Radanvarsi 2),Pori,28101,,,,,,
1002595,Värnå,Hydro,1.2,"Värnå 1, Värnå 2",,,,Esse Elektro-Kraft Ab,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Seinpottvägen 3,Esse,68820,,,,,,
1002545,Suosiola,Peat,30,"Lampelankatu 24, Suosiola",CHP,,,ROVANIEMEN ENERGIA OY,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Industrial wood residues,Koskikatu 27,96101 ROVANIEMI,96100,,,,,,
1002338,Hinkua,Hydro,6.3,Haapajärvi / Hinkua,,,,Vattenfall Sähköntuotanto oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Maaistraatinportti 4 A,Helsinki,240,,,,,,
1002606,Kemi Ajos Innopower,Wind,30,Kemi: Ajos  T2-T11,,,,Innopower Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,"Töölönkatu 4, PL40",Helsinki,101,,,,,,
1002466,"Naantali, G1, 2 ja 3",Natural Gas,290,Naantalin voimalaitos,CHP,,,Turun Seudun Energiantuotanto Oy,817.67,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,ENTSOE (for generation only),https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,,,Finland,Finland National Grid,,,Heavy distillates,PL 547,FORTUM,48,,,,,,
1002310,Alholma AK 2,Peat,240,AK2,,,,Oy Alholmens Kraft Ab,598.586,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,ENTSOE (for generation only),https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,,,Finland,Finland National Grid,,,Hard coal and anthracite,PB 250,JAKOBSTAD,68601,,,,,,
1002578,Vaskiluoto 2,Coal,230,Vaasa ( Vaskiluoto 2 ),CHP,,,Vaskiluodon Voima Oy,930.881,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,ENTSOE (for generation only),https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,,,Finland,Finland National Grid,,,Heavy distillates,Frilundintie 7,Vaasa,65170,,,,,,
1002325,Hanasaari B,Coal,212,Hanasaari B,CHP,,,Helsingin Energia,635.153,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,ENTSOE (for generation only),https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,,,Finland,Finland National Grid,,,Heavy distillates,Kampinkuja 2,HELEN,90,,,,,,
1002430,Kymijärvi,Waste,195,"Kymijärvi Voimakatu 16, Lahti",CHP,,,Lahti Energia Oy,359.211,,Lahtigasification,http://www.lahtigasification.com/power-plant,ENTSOE (for generation only),https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,,,Finland,Finland National Grid,,,Natural gas,,,15141,,,,,,
1002563,Toppila 1 ja 2,Peat,195,"Tervahovintie 10, Oulu, Toppilan voimalaitokset",CHP,,,Oulun Energia,354.963,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,ENTSOE (for generation only),https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,,,Finland,Finland National Grid,,,Industrial wood residues,"Kasarmintie 6, PL 116",Oulu,90101,,,,,,
1002350,Imatra,Hydro,192,Imatra,,,,Fortum Power & Heat OY,,,Fortum Refurbishing 2014,https://www.fortum.com/SiteCollectionDocuments/Products%20and%20services/References/Imatra-EN.pdf,,,,,,,,,,Finland,Finland National Grid,,,,Keilaniementie 1,PL 100,00048 Fortum,,,,,,
1002616,Keljonlahti,Peat,190,Keljonrannantie 276,CHP,,,Jyväskylän Voima Oy,569.919,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,ENTSOE (for generation only),https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,,,Finland,Finland National Grid,,,Forest fuelwood,PL 4,Jyväskylä,40101,,,,,,
1002490,Petäjäskoski,Hydro,182,Petäjäskoski,,,,Kemijoki Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,PL 8131,ROVANIEMI,96101,,,,,,
1002343,Huutokoski kt,Oil,180,"Huutokoski kt 1, 2, 3, 4, 5, 6",CHP,,,Fingrid Oyj,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,PL 530 ( Arkadiakatu 23 B),Helsinki,100,,,,,,
1002331,Hattarfors,Hydro,1.1,Hattar kraftverk,,,,Esse Elektro-Kraft Ab,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Seinpottvägen 3,Esse,68820,,,,,,
1002495,Pitkämö,Hydro,6.3,"Pitkämö, Kurikka",,,,Koskienergia Koskivoima Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Kotakennääntie 31,Äänekoski,44100,,,,,,
1002379,Karvetti,Oil,1.1,Rautakatu 7 Naantali,,,,Naantalin Energia Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Medium heavy distillates,PL 33,Naantali,21101,,,,,,
1002626,"Tervola, Varevaara tv",Wind,30,Tervola Varevaara,,,,Tuuliwatti Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Purotie 1,PL 100,(00)381,,,,,,
1002598,Ylivieska,Peat,6.2,"Tulolantien voimalaitos, Ylivieska, Vieskan Voima",CHP,,,Oy Perhonjoki AB,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Isokatu 8,68600 Pietarsaari,100,,,,,,
1002443,Liunankoski,Hydro,1.1,"Joroinen, Liunantie 79",,,,Savon Voima Oyj,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,PL 1024,Toivala,70901,,,,,,
1002611,Tornio tv,Wind,28.8,Tornio; tuulivoimalaitokset A1-A8,,,,Rajakiiri Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Frilundintie 7,Vaasa,65170,,,,,,
1002348,Ikaalinen,Natural Gas,6,Ikaalinen,CHP,,,Leppäkosken Sähkö Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,PL 1,Ikaalinen,39501,,,,,,
1002336,Hilskansaari,Wind,1,"Pori, Hilskansaari",,,,Kansallistuuli Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Linnankatu 20 A,Turku,20100,,,,,,
1002478,Oulu T210 ja T213,Peat,28,Oulu,CHP,,,Laanilan Voima Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Industrial wood residues,PL 191  (Typpitie),Oulu,90101,,,,,,
1002427,Kuusamo,Biomass,6,Kuusamon voimalaitos,CHP,,,Adven Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Peat,PL 162,Vantaa,1511,,,,,,
1002355,Jalasjoki/Niiles,Hydro,1,"Jalasjoki (Niiles), Kurikka",,,,Koskienergia Koskivoima Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Kotakennääntie 31,Äänekoski,44100,,,,,,
1002505,Pursiala 1,Peat,27.7,Pursiala 1,CHP,,,Etelä-Savon Energia Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Industrial wood residues,Vuorikatu 19,MIKKELI,50100,,,,,,
1002605,Äänekoski ve,Hydro,6,Metsä Board Äänekosken vesivoimalaitos,,,,Metsä Board Oyj,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Revontulentie 6,Espoo,2100,,,,,,
1002396,Kirakkaköngäs,Hydro,1,Kirakkaköngäs,,,,Inergia Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Sairaalantie 3,Ivalo,99800,,,,,,
1002643,Pirttiselkä,Wind,27.6,Pirttiselkä,,,,Puhuri Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Turvetie 112,Haapavesi,86600,,,,,,
1002629,"Högsara, Kemiönsaari tv",Wind,6,"Högsara, Kemiönsaari",,,,Via Wind Oy Ltd,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Hannuksentie 1,Espoo,2270,,,,,,
1002436,Larsmo tv,Wind,1,Larsmo Vindkraftverk,,,,Ab Larsmo Vindkraft Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Risöhällvägen 18,Larsmo,68570,,,,,,
1002424,Kurkiaska,Hydro,27,Kurkiaska,,,,Kemijoki Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,PL 8131,ROVANIEMI,96101,,,,,,
1002662,Elkko,Wind,6,"Elkko, Raahe",,,,Raahen Tuulienergia Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Rantakatu 8 A,Raahen Tuulienergia Oy,92100,,,,,,
1002462,Mäkipää Diesel,Separate electricity production,1,Mäkipää Diesel,,,,Vaasan Sähköverkko Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,PL 26,Vaasa,65101,,,,,,
1002501,Porvoo Kilpilahti,Oil,27,Kilpilahti kt vvl,,,,Fingrid Oyj,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,PL 530 ( Arkadiakatu 23 B),Helsinki,100,,,,,,
1002413,Mussalon tuulivoimalat,Wind,5.7,Tuulivoimalat,,,,Kotkan Energia Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Liitulahdentie 1,Kotka,48101,,,,,,
1002475,Olkiluoto tv,Wind,1,Olkiluoto / OLT1,,,,Teollisuuden Voima Oyj,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Olkiluoto,Eurajoki,27160,,,,,,
1002653,Joukhaisselän Tuulipuisto,Wind,27,"Joukhaisselän Tuulipuisto, Sodankylä",,,,Joukhaisselän Tuulipuisto Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,"c/o CorpNordic Oy, Lautatarhankatu 6",Helsinki,580,,,,,,
1002395,Kiltua,Hydro,5.6,"Sonkajärvi, Kiltuantie 1129 A, Jyrkkä",,,,Savon Voima Oyj,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,PL 1024,Toivala,70901,,,,,,
1002481,Padinki,Hydro,1,"Padinki, Nivala",,,,Korpelan Voima kuntayhtymä,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,PL 13,Kannus,69101,,,,,,
1002677,Kooninkallio,Wind,27,Kooninkallio,,,,Kooninkallion Tuulipuisto Ky,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,"c/o Taaleritehtaan Sijoitustehdas, Kluuvikatu 3",Helsinki,100,,,,,,
1002360,Juankoski,Hydro,5.5,"Juankoski, Juankoskentie 7A",,,,Savon Voima Oyj,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,PL 1024,Toivala,70901,,,,,,
1002638,Siikainen Jäneskeidas,Wind,26.4,Siikainen Jäneskeidas,,,,Tuuliwatti Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Purotie 1,PL 100,(00)381,,,,,,
1002450,Martinlaakso,Natural Gas,171.7,Martinlaakso,CHP,,,Vantaan Energia Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Natural gas,Peltolantie 27,Vantaa,1300,,,,,,
1002525,Salmisaari B,Coal,163,Salmisaaren voimalaitos,CHP,,,Helsingin Energia,604.686,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,ENTSOE (for generation only),https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,,,Finland,Finland National Grid,,,Heavy distillates,Kampinkuja 2,HELEN,90,,,,,,
1002593,Vuosaari A,Natural Gas,163,Vuosaari A-voimalaitos,CHP,,,Helsingin Energia,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Medium heavy distillates,Kampinkuja 2,HELEN,90,,,,,,
1002311,Anjalankoski,Biomass,160.5,Anjalankoski,,,,Stora Enso Publication Papers Oy Ltd,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Mixed fuels,Anjalan tehtaat,Anjalankoski,46900,,,,,,
1002321,Haapavesi,Peat,154,Haapaveden voimalaitos,,,,Kanteleen Voima Oy,48.557,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,ENTSOE (for generation only),https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,,,Finland,Finland National Grid,,,Heavy distillates,"PL 47, Turvetie 112",Haapavesi,86600,,,,,,
1002507,Pyhäkoski,Hydro,146,Pyhäkoski,,,,"Fortum Power & Heat , Generation",,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Keilaniementie 1,PL 100,00048 Fortum,,,,,,
1002442,Lielahti,,142,Lielahti,CHP,,,Tampereen Sähkölaitos,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Medium heavy distillates,PL 175,TAMPERE,33101,,,,,,
1002383,Kaukopää,Biomass,134,Kaukopää,CHP,,,Stora Enso Oyj,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Industrial wood residues,Imatran tehtaat,Imatra,55800,,,,,,
1002553,Taivalkoski,Hydro,133,Taivalkoski,,,,Kemijoki Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,PL 8131,ROVANIEMI,96101,,,,,,
1002494,Pirttikoski,Hydro,131,Pirttikoski,,,,Kemijoki Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,PL 8131,ROVANIEMI,96101,,,,,,
1002561,Tiihala,Oil,1,"Tiihala, Kangasala",CHP,,,Virolan puutarha,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Tiihalantie 194,Kangasala,36270,,,,,,
1002577,Waskiluoto Validation Center,Oil,5.5,Waskiluoto Validation Center,,,,Wärtsilä Finland Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Heavy distillates,Järvikatu 2-4,Vaasa,65100,,,,,,
1002599,Åminnefors,Hydro,1,"Åminnefors, Pohja",,,,Koskienergia Koskivoima Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Kotakennääntie 31,Äänekoski,44100,,,,,,
1002644,Nahkakallio,Wind,26.4,Nahkakallio,,,,Puhuri Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Turvetie 112,Haapavesi,86600,,,,,,
1002370,Kaihua,Hydro,5.4,Kaihua I ja II,,,,Rovakairan Tuotanto Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,PL 8013,Rovaniemi,96101,,,,,,
1002411,Koskenvarsi,Hydro,0.9,Koskenvarren vesivoimalaitos,,,,Alajärven Sähkö Oy,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,,Kauppakatu 1,Alajärvi,62900,,,,,,
1002433,Lappeenranta kombi,Natural Gas,26.3,Lappeenranta TG8,CHP,,,UPM-Kymmene Oyj,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,,,Finland,Finland National Grid,,,Light distillates,Ky-35,Kuusankoski,45700,,,,,,
