PowerWatch ID,Name,Fuel,Capacity (MW),Location,Plant type,Commissioning Year,Units,Owner,Annual Generation (GWh),Other,Source,URL,Efficiency,Fuel Consumption (gm/kWh),Peak Load MW,Load Factor,Capacity Factor,Availability,Status,Country,Grid Balancing Area,Latitude,Longitude,Secondary Fuel,Address,Town,Postal Code,Cooling Type,Cooling Source,Grid Connection,Natural_Language
1018647,Guarenas,Natural Gas,156,,OCGT,,,,210,,Venezuela Electricity Sector,http://www.mppee.gob.ve/download/anuario_estad%C3%ADstico/Anuario_2013.pdf,,,,,,,,Venezuela,,,,,,,,,,,
1018648,Jose Antonio Paez (Planta Paez),Hydro,240,,Dam With Resevoir,,,,574,,Venezuela Electricity Sector,http://www.mppee.gob.ve/download/anuario_estad%C3%ADstico/Anuario_2013.pdf,,,,,,,,Venezuela,,,,,,,,,,,
1018649,Jose Maria Espana,Natural Gas,450,,OCGT,,,,"3,048",,Venezuela Electricity Sector,http://www.mppee.gob.ve/download/anuario_estad%C3%ADstico/Anuario_2013.pdf,,,,,,,,Venezuela,,,,,,,,,,,
1018650,Josefa Camejo,Natural Gas,450,,OCGT,,,,"2,085",,Venezuela Electricity Sector,http://www.mppee.gob.ve/download/anuario_estad%C3%ADstico/Anuario_2013.pdf,,,,,,,,Venezuela,,,,,,,,,,,
1018651,Josefa Joaquina Sanchez,Natural Gas,"1,586",,Thermal,,,,"6,094",,Venezuela Electricity Sector,http://www.mppee.gob.ve/download/anuario_estad%C3%ADstico/Anuario_2013.pdf,,,,,,,,Venezuela,,10.48848,-71.6354,,,,,,,,
1018652,Juan Antonio Rodriguez (Pena Larga),Hydro,80,,Dam With Resevoir,,,,445,,Venezuela Electricity Sector,http://www.mppee.gob.ve/download/anuario_estad%C3%ADstico/Anuario_2013.pdf,,,,,,,,Venezuela,,,,,,,,,,,
1018653,Juan Vuatista Arismendi,Natural Gas,115,,OCGT,,,,133,,Venezuela Electricity Sector,http://www.mppee.gob.ve/download/anuario_estad%C3%ADstico/Anuario_2013.pdf,,,,,,,,Venezuela,,,,,,,,,,,
1018654,Jusepin,Natural Gas,20,,OCGT,,,,52,,Venezuela Electricity Sector,http://www.mppee.gob.ve/download/anuario_estad%C3%ADstico/Anuario_2013.pdf,,,,,,,,Venezuela,,,,,,,,,,,
1018655,La Mariposa,Natural Gas,45,,OCGT,,,,88,,Venezuela Electricity Sector,http://www.mppee.gob.ve/download/anuario_estad%C3%ADstico/Anuario_2013.pdf,,,,,,,,Venezuela,,,,,,,,,,,
1018656,La raisa,Natural Gas,310,,OCGT,,,,479,,Venezuela Electricity Sector,http://www.mppee.gob.ve/download/anuario_estad%C3%ADstico/Anuario_2013.pdf,,,,,,,,Venezuela,,,,,,,,,,,
1018657,Leanardo Ruiz Pineda (San Agaton),Hydro,300,,Dam With Resevoir,,,,"1,250",,Venezuela Electricity Sector,http://www.mppee.gob.ve/download/anuario_estad%C3%ADstico/Anuario_2013.pdf,,,,,,,,Venezuela,,,,,,,,,,,
1018658,Luisa Caraceres de Arismendi,Natural Gas,367,,OCGT,,,,"1,677",,Venezuela Electricity Sector,http://www.mppee.gob.ve/download/anuario_estad%C3%ADstico/Anuario_2013.pdf,,,,,,,,Venezuela,,,,,,,,,,,
1018659,Masparro,Hydro,25,,Dam With Resevoir,,,,165,,Venezuela Electricity Sector,http://www.mppee.gob.ve/download/anuario_estad%C3%ADstico/Anuario_2013.pdf,,,,,,,,Venezuela,,,,,,,,,,,
1018660,Pedro Camejo,Natural Gas,300,,OCGT,,,,"2,333",,Venezuela Electricity Sector,http://www.mppee.gob.ve/download/anuario_estad%C3%ADstico/Anuario_2013.pdf,,,,,,,,Venezuela,,,,,,,,,,,
1018661,Petromonagas,Natural Gas,50,,OCGT,,,,139,,Venezuela Electricity Sector,http://www.mppee.gob.ve/download/anuario_estad%C3%ADstico/Anuario_2013.pdf,,,,,,,,Venezuela,,,,,,,,,,,
1018662,Petrosinovensa,Natural Gas,44,,OCGT,,,,,,Venezuela Electricity Sector,http://www.mppee.gob.ve/download/anuario_estad%C3%ADstico/Anuario_2013.pdf,,,,,,,,Venezuela,,,,,,,,,,,
1018663,Picure,Natural Gas,132,,OCGT,,,,730,,Venezuela Electricity Sector,http://www.mppee.gob.ve/download/anuario_estad%C3%ADstico/Anuario_2013.pdf,,,,,,,,Venezuela,,,,,,,,,,,
1018664,Planta Camejo,Natural Gas,61,,OCGT,,,,434,,Venezuela Electricity Sector,http://www.mppee.gob.ve/download/anuario_estad%C3%ADstico/Anuario_2013.pdf,,,,,,,,Venezuela,,,,,,,,,,,
1018665,Planta Centro,Natural Gas,2000,,Thermal,,,,"5,135",,Venezuela Electricity Sector,http://www.mppee.gob.ve/download/anuario_estad%C3%ADstico/Anuario_2013.pdf,,,,,,,,Venezuela,,,,,,,,,,,
1018666,Planta Coro,Natural Gas,101,,OCGT,,,,298,,Venezuela Electricity Sector,http://www.mppee.gob.ve/download/anuario_estad%C3%ADstico/Anuario_2013.pdf,,,,,,,,Venezuela,,,,,,,,,,,
1018667,Planta del Este,Natural Gas,141,,OCGT,,,,,,Venezuela Electricity Sector,http://www.mppee.gob.ve/download/anuario_estad%C3%ADstico/Anuario_2013.pdf,,,,,,,,Venezuela,,,,,,,,,,,
1018668,Planta El Vigia El Sitio,Natural Gas,50,,OCGT,,,,168,,Venezuela Electricity Sector,http://www.mppee.gob.ve/download/anuario_estad%C3%ADstico/Anuario_2013.pdf,,,,,,,,Venezuela,,,,,,,,,,,
1018669,Planta Tachira,Natural Gas,247,,OCGT,,,,815,,Venezuela Electricity Sector,http://www.mppee.gob.ve/download/anuario_estad%C3%ADstico/Anuario_2013.pdf,,,,,,,,Venezuela,,,,,,,,,,,
1018670,Punto Fijo,Natural Gas,199,,OCGT,,,,363,,Venezuela Electricity Sector,http://www.mppee.gob.ve/download/anuario_estad%C3%ADstico/Anuario_2013.pdf,,,,,,,,Venezuela,,,,,,,,,,,
1018671,Rafael Urdaneta,Natural Gas,224,,OCGT,,,,374,,Venezuela Electricity Sector,http://www.mppee.gob.ve/download/anuario_estad%C3%ADstico/Anuario_2013.pdf,,,,,,,,Venezuela,,,,,,,,,,,
1018672,Ramon Laguna,Natural Gas,660,,Thermal,,,,"2,896",,Venezuela Electricity Sector,http://www.mppee.gob.ve/download/anuario_estad%C3%ADstico/Anuario_2013.pdf,,,,,,,,Venezuela,,,,,,,,,,,
1018673,San Fernando,Natural Gas,90,,OCGT,,,,79,,Venezuela Electricity Sector,http://www.mppee.gob.ve/download/anuario_estad%C3%ADstico/Anuario_2013.pdf,,,,,,,,Venezuela,,,,,,,,,,,
1018674,San Lorenzo,Natural Gas,40,,OCGT,,,,221,,Venezuela Electricity Sector,http://www.mppee.gob.ve/download/anuario_estad%C3%ADstico/Anuario_2013.pdf,,,,,,,,Venezuela,,,,,,,,,,,
1018675,Santa Barbara,Natural Gas,20,,OCGT,,,,82,,Venezuela Electricity Sector,http://www.mppee.gob.ve/download/anuario_estad%C3%ADstico/Anuario_2013.pdf,,,,,,,,Venezuela,,,,,,,,,,,
1018676,Santa Barbara del Zulia,Natural Gas,40,,OCGT,,,,269,,Venezuela Electricity Sector,http://www.mppee.gob.ve/download/anuario_estad%C3%ADstico/Anuario_2013.pdf,,,,,,,,Venezuela,,,,,,,,,,,
1018677,Simon Bolivar (Guri),Hydro,"8,851",,Dam With Resevoir,,,,"50,834",,Venezuela Electricity Sector,http://www.mppee.gob.ve/download/anuario_estad%C3%ADstico/Anuario_2013.pdf,,,,,,,,Venezuela,,,,,,,,,,,
1018678,Termobarrancas II,Natural Gas,161,,OCGT,,,,996,,Venezuela Electricity Sector,http://www.mppee.gob.ve/download/anuario_estad%C3%ADstico/Anuario_2013.pdf,,,,,,,,Venezuela,,,,,,,,,,,
1018679,Termocarabobo,Natural Gas,380,,OCGT,,,,935,,Venezuela Electricity Sector,http://www.mppee.gob.ve/download/anuario_estad%C3%ADstico/Anuario_2013.pdf,,,,,,,,Venezuela,,,,,,,,,,,
1018680,Termozulia,Natural Gas,"1,300",,CCGT,,,,"7,313",,Venezuela Electricity Sector,http://www.mppee.gob.ve/download/anuario_estad%C3%ADstico/Anuario_2013.pdf,,,,,,,,Venezuela,,,,,,,,,,,
1018681,Turboven,Natural Gas,40,,OCGT,,,,200,,Venezuela Electricity Sector,http://www.mppee.gob.ve/download/anuario_estad%C3%ADstico/Anuario_2013.pdf,,,,,,,,Venezuela,,,,,,,,,,,
